id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
1458,24,February,1467,24-2-1467,,,,,,N/A
1459,25,February,1467,25-2-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1460,26,February,1467,26-2-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1461,27,February,1467,27-2-1467,,,,,,N/A
1462,28,February,1467,28-2-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1463,1,March,1467,1-3-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1464,4,March,1467,4-3-1467,,,,,,N/A
1465,12,March,1467,12-3-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1466,13,March,1467,13-3-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1467,18,March,1467,18-3-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1468,23,March,1467,23-3-1467,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1469,[date missing],March,1467,[date missing]-3-1467,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1470,26,March,1467,26-3-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1471,27,March,1467,27-3-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1472,28,March,1467,28-3-1467,,,,,,N/A
1473,29,March,1467,29-3-1467,,,,,,N/A
1474,2,April,1467,2-4-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1475,10,April,1467,10-4-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1476,22,April,1467,22-4-1467,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1477,23,April,1467,23-4-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1478,28,April,1467,28-4-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1479,29,April,1467,29-4-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1480,30,April,1467,30-4-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1481,1,May,1467,1-5-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1482,2,May,1467,2-5-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1483,5,May,1467,5-5-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1484,6,May,1467,6-5-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1485,13,May,1467,13-5-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1486,1,June,1467,1-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1487,2,June,1467,2-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1488,3,June,1467,3-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,(Parl.)
1489,10,June,1467,10-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1490,11,June,1467,11-6-1467,Smithfield,TQ3178681716,51.519,-0.102,England,(tournament)
1491,12,June,1467,12-6-1467,,,,,,N/A
1492,13,June,1467,13-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1493,14,June,1467,14-6-1467,,,,,,N/A
1494,15,June,1467,15-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1495,16,June,1467,16-6-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1496,19,June,1467,19-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1497,20,June,1467,20-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1498,21,June,1467,21-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1499,22,June,1467,22-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1500,23,June,1467,23-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1501,24,June,1467,24-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1502,25,June,1467,25-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1503,26,June,1467,26-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1504,27,June,1467,27-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1505,28,June,1467,28-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1506,29,June,1467,29-6-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1507,1,July,1467,1-7-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1508,2,July,1467,2-7-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1509,3,July,1467,3-7-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1510,6,July,1467,6-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1511,7,July,1467,7-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1512,7,July,1467,7-7-1467,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
1513,8,July,1467,8-7-1467,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
1514,9,July,1467,9-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1515,9,July,1467,9-7-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1516,10,July,1467,10-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1517,11,July,1467,11-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1518,14,July,1467,14-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1519,15,July,1467,15-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1520,16,July,1467,16-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1521,20,July,1467,20-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1522,21,July,1467,21-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1523,22,July,1467,22-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1524,23,July,1467,23-7-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelchith/Chelchehith]
1525,24,July,1467,24-7-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelchith]
1526,25,July,1467,25-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1527,26,July,1467,26-7-1467,,,,,,N/A
1528,27,July,1467,27-7-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1529,2,August,1467,2-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1530,3,August,1467,3-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1531,4,August,1467,4-8-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelchehith]
1532,5,August,1467,5-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1533,6,August,1467,6-8-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelavsath]
1534,7,August,1467,7-8-1467,manor of Chelsea,TQ2779078974,51.495278,-0.160556,England,[Chelchehith]
1535,8,August,1467,8-8-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,N/A
1536,9,August,1467,9-8-1467,manor of Chelsea,TQ2779078974,51.495278,-0.160556,England,N/A
1537,10,August,1467,10-8-1467,,,,,,N/A
1538,11,August,1467,11-8-1467,Windsor,SU9666076488,51.4791,-0.6095,England,N/A
1539,12,August,1467,12-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1540,13,August,1467,13-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1541,14,August,1467,14-8-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1542,15,August,1467,15-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1543,16,August,1467,16-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1544,17,August,1467,17-8-1467,,,,,,N/A
1545,18,August,1467,18-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1546,19,August,1467,19-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1547,20,August,1467,20-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1548,21,August,1467,21-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1549,22,August,1467,22-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1550,23,August,1467,23-8-1467,,,,,,N/A
1551,24,August,1467,24-8-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1552,25,August,1467,25-8-1467,,,,,,N/A
1553,26,August,1467,26-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1554,27,August,1467,27-8-1467,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
1555,28,August,1467,28-8-1467,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
1556,29,August,1467,29-8-1467,,,,,,N/A
1557,30,August,1467,30-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1558,31,August,1467,31-8-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1559,1,September,1467,1-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1560,2,September,1467,2-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1561,5,September,1467,5-9-1467,manor of Beckley,SP5772011970,51.8034,-1.1643,England,[Beklee]
1562,5,September,1467,5-9-1467,manor of Boarstall,SP6243314243,51.823333,-1.095556,England,[Bostall] (Bucks.)
1563,5,September,1467,5-9-1467,Boarstall,SP6267814209,51.823,-1.092,England,[Bostall] (Bucks.)
1564,6,September,1467,6-9-1467,manor of Woodstock,SP4391716550,51.845833,-1.363889,England,N/A
1565,7,September,1467,7-9-1467,manor of Woodstock,SP4391716550,51.845833,-1.363889,England,N/A
1566,8,September,1467,8-9-1467,manor of Woodstock,SP4391716550,51.845833,-1.363889,England,N/A
1567,9,September,1467,9-9-1467,,,,,,N/A
1568,10,September,1467,10-9-1467,Cornbury,SP3494218278,51.862,-1.494,England,(Oxon.)
1569,11,September,1467,11-9-1467,,,,,,N/A
1570,12,September,1467,12-9-1467,,,,,,N/A
1571,13,September,1467,13-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1572,14,September,1467,14-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1573,15,September,1467,15-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1574,16,September,1467,16-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1575,20,September,1467,20-9-1467,Dogmersfield,SU7864452905,51.269877,-0.874078,England,(Hants)
1576,20,September,1467,20-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1577,21,September,1467,21-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1578,22,September,1467,22-9-1467,Croydon,TQ3165765433,51.3727,-0.1099,England,N/A
1579,23,September,1467,23-9-1467,Croydon,TQ3165765433,51.3727,-0.1099,England,N/A
1580,24,September,1467,24-9-1467,Croydon,TQ3165765433,51.3727,-0.1099,England,N/A
1581,25,September,1467,25-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1582,26,September,1467,26-9-1467,,,,,,N/A
1583,27,September,1467,27-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1584,28,September,1467,28-9-1467,,,,,,N/A
1585,29,September,1467,29-9-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1586,30,September,1467,30-9-1467,,,,,,N/A
1587,1,October,1467,1-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1588,2,October,1467,2-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1589,8,October,1467,8-10-1467,Kingston upon Thames,TQ1836469291,51.4103,-0.2995,England,N/A
1590,9,October,1467,9-10-1467,Kingston upon Thames,TQ1836469291,51.4103,-0.2995,England,N/A
1591,12,October,1467,12-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1592,13,October,1467,13-10-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1593,14,October,1467,14-10-1467,,,,,,N/A
1594,15,October,1467,15-10-1467,Brentford,TQ1744077693,51.486,-0.31,England,[Brayneford] (Middx.)
1595,16,October,1467,16-10-1467,Brentford,TQ1744077693,51.486,-0.31,England,[Braynford] (Middx.)
1596,16,October,1467,16-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1597,17,October,1467,17-10-1467,,,,,,N/A
1598,18,October,1467,18-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1599,18,October,1467,18-10-1467,Brentford,TQ1744077693,51.486,-0.31,England,(Middx.) [Braynford]
1600,19,October,1467,19-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1601,20,October,1467,20-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1602,24,October,1467,24-10-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,N/A
1603,25,October,1467,25-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1604,26,October,1467,26-10-1467,Brentford,TQ1744077693,51.486,-0.31,England,[Braynford] (Middx.)
1605,27,October,1467,27-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1606,27,October,1467,27-10-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,N/A
1607,28,October,1467,28-10-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,N/A
1608,28,October,1467,28-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1609,29,October,1467,29-10-1467,,,,,,N/A
1610,30,October,1467,30-10-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1611,1,November,1467,1-11-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1612,2,November,1467,2-11-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1613,3,November,1467,3-11-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1614,4,November,1467,4-11-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1615,5,November,1467,5-11-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1616,6,November,1467,6-11-1467,Reading Abbey,SU7200373549,51.456347,-0.965086,England,N/A
1617,6,November,1467,6-11-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,N/A
1618,10,November,1467,10-11-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelchith]
1619,11,November,1467,11-11-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelchith]
1620,12,November,1467,12-11-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,[Chelchhith]
1621,12,November,1467,12-11-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1622,12,November,1467,12-11-1467,Chelsea,TQ2726778096,51.4875,-0.1684,England,N/A
1623,13,November,1467,13-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1624,14,November,1467,14-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1625,15,November,1467,15-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1626,15,November,1467,15-11-1467,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1627,16,November,1467,16-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1628,17,November,1467,17-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1629,18,November,1467,18-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1630,19,November,1467,19-11-1467,,,,,,N/A
1631,20,November,1467,20-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1632,21,November,1467,21-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1633,22,November,1467,22-11-1467,,,,,,N/A
1634,23,November,1467,23-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1635,24,November,1467,24-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1636,25,November,1467,25-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1637,26,November,1467,26-11-1467,,,,,,N/A
1638,27,November,1467,27-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1639,28,November,1467,28-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1640,29,November,1467,29-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1641,30,November,1467,30-11-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1642,1,December,1467,1-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1643,1,December,1467,1-12-1467,manor of Sheen,TQ1715275694,51.4681,-0.3148,England,N/A
1644,2,December,1467,2-12-1467,,,,,,N/A
1645,3,December,1467,3-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1646,4,December,1467,4-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1647,7,December,1467,7-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1648,8,December,1467,8-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1649,9,December,1467,9-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1650,10,December,1467,10-12-1467,,,,,,N/A
1651,11,December,1467,11-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1652,12,December,1467,12-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1653,13,December,1467,13-12-1467,,,,,,N/A
1654,14,December,1467,14-12-1467,Windsor Castle,SU9683776912,51.482886,-0.60683638,England,N/A
1655,3,January,1468,3-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1656,[Date missing],January,1468,[Date missing]-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1657,5,January,1468,5-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1658,5,January,1468,5-1-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1659,10,January,1468,10-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1660,11,January,1468,11-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1661,12,January,1468,12-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1662,13,January,1468,13-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1663,13,January,1468,13-1-1468,Dogmersfield,SU7864452905,51.269877,-0.874078,England,N/A
1664,20,January,1468,20-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1665,21,January,1468,21-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1666,22,January,1468,22-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1667,25,January,1468,25-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1668,26,January,1468,26-1-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1669,31,January,1468,31-1-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1670,3,February,1468,3-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1671,6,February,1468,6-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1672,10,February,1468,10-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1673,11,February,1468,11-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1674,12,February,1468,12-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1675,13,February,1468,13-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1676,14,February,1468,14-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1677,15,February,1468,15-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1678,16,February,1468,16-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1679,17,February,1468,17-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1680,18,February,1468,18-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1681,19,February,1468,19-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1682,20,February,1468,20-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1683,21,February,1468,21-2-1468,,,,,,N/A
1684,22,February,1468,22-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1685,23,February,1468,23-2-1468,Coventry,SP3339279007,52.408056,-1.510556,England,N/A
1686,29,February,1468,29-2-1468,Fotheringhay Castle,TL0618992974,52.524303,-0.4362695,England,N/A
1687,4,March,1468,4-3-1468,,,,,,N/A
1688,5,March,1468,5-3-1468,,,,,,N/A
1689,6,March,1468,6-3-1468,Stamford,TF0282607016,52.651142,-0.48146188,England,N/A
1690,13,March,1468,13-3-1468,Tower of London,TQ3360080600,51.508544,-0.076289153,England,N/A
1691,14,March,1468,14-3-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1692,15,March,1468,15-3-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1693,16,March,1468,16-3-1468,,,,,,N/A
1694,17,March,1468,17-3-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1695,22,March,1468,22-3-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1696,23,March,1468,23-3-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1697,23,March,1468,23-3-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1698,24,March,1468,24-3-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1699,26,March,1468,26-3-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1700,31,March,1468,31-3-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1701,2,April,1468,2-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1702,3,April,1468,3-4-1468,,,,,,N/A
1703,4,April,1468,4-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1704,5,April,1468,5-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1705,6,April,1468,6-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1706,7,April,1468,7-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1707,8,April,1468,8-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1708,9,April,1468,9-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1709,10,April,1468,10-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1710,11,April,1468,11-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1711,12,April,1468,12-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1712,16,April,1468,16-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1713,17,April,1468,17-4-1468,,,,,,N/A
1714,18,April,1468,18-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1715,19,April,1468,19-4-1468,,,,,,N/A
1716,20,April,1468,20-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1717,23,April,1468,23-4-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1718,27,April,1468,27-4-1468,Derby,SK3524236342,52.92334,-1.4772494,England,N/A
1719,3,May,1468,3-5-1468,Warwick Castle,SP2842964670,52.279444,-1.584722,England,N/A
1720,5,May,1468,5-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,(Parl.)
1721,7,May,1468,7-5-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1722,10,May,1468,10-5-1468,manor of Greenwich,TQ3856577958,51.483611,-0.005833,England,N/A
1723,11,May,1468,11-5-1468,,,,,,N/A
1724,12,May,1468,12-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1725,16,May,1468,16-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1726,20,May,1468,20-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1727,21,May,1468,21-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1728,22,May,1468,22-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1729,25,May,1468,25-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1730,26,May,1468,26-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1731,27,May,1468,27-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1732,30,May,1468,30-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1733,31,May,1468,31-5-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1734,2,June,1468,2-6-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1735,3,June,1468,3-6-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1736,4,June,1468,4-6-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1737,5,June,1468,5-6-1468,,,,,,N/A
1738,6,June,1468,6-6-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1739,7,June,1468,7-6-1468,Westminster,TQ3016079670,51.500988,-0.12617168,England,(Parl. dissolved)
1740,8,June,1468,8-6-1468,London,TQ3248081340,51.515457,-0.092140265,England,(dismissal of George Neville as Chancellor)
1741,8,June,1468,8-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1742,9,June,1468,9-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1743,10,June,1468,10-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1744,11,June,1468,11-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1745,12,June,1468,12-6-1468,,,,,,N/A
1746,13,June,1468,13-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1747,16,June,1468,16-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1748,17,June,1468,17-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1749,18,June,1468,18-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1750,,June,1468,6-1468,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1751,,June,1468,6-1468,Wardrobe,TQ3188081042,51.512918,-0.100887,England,N/A
1752,,June,1468,6-1468,St. Paul's Cathedral,TQ3207581124,51.513611,-0.098056,England,N/A
1753,,June,1468,6-1468,London Bridge,TQ3280580530,51.508098,-0.087760724,England,N/A
1754,,June,1468,6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,night spent at Stratford Abbey (marriage of Margaret of York)
1755,19,June,1468,19-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,mass at Stratford Abbey
1756,19,June,1468,19-6-1468,Dartford,TQ5439173560,51.44,0.22,England,N/A
1757,20,June,1468,20-6-1468,Stratford Abbey,TQ3881983499,51.533333,0,England,N/A
1758,20,June,1468,20-6-1468,Rochester,TQ7414268559,51.389355,0.50145239,England,N/A
